,id,title,original_language,release_date,popularity,vote_average,vote_count
402,491480,The Boy Who Harnessed the Wind,en,2019-02-14,67.4,7.9,1502
403,455714,Bad Genius,th,2017-05-03,17.594,7.9,710
404,30017,Close-Up,fa,1990-05-09,8.852,7.9,295
405,329,Jurassic Park,en,1993-06-11,66.158,7.9,14972
406,552532,Charm City Kings,en,2020-01-27,24.444,7.9,401
407,142061,"Batman: The Dark Knight Returns, Part 2",en,2013-01-03,25.066,7.9,1318
408,37797,Whisper of the Heart,ja,1995-07-15,34.309,7.9,1709
409,6715,The Cure,en,1995-04-21,11.853,7.9,272
410,698948,Thirteen Lives,en,2022-07-18,29.486,7.9,1030
411,81,Nausicaä of the Valley of the Wind,ja,1984-03-11,33.141,7.9,3127
412,152532,Dallas Buyers Club,en,2013-11-01,20.423,7.9,7943
413,78,Blade Runner,en,1982-06-25,58.433,7.9,12647
414,6977,No Country for Old Men,en,2007-06-13,51.812,7.9,10839
415,579792,Cindy La Regia,es,2020-01-24,9.039,7.9,227
416,197,Braveheart,en,1995-05-24,43.614,7.9,9250
417,615453,Ne Zha,zh,2019-07-26,18.63,7.9,352
418,9323,Ghost in the Shell,ja,1995-11-18,33.465,7.9,2950
419,679,Aliens,en,1986-07-18,67.669,7.9,8648
420,438695,Sing 2,en,2021-12-01,181.8,7.9,3848
421,20722,La Maison en Petits Cubes,ja,2008-06-10,8.629,7.9,404
422,613868,Cousins,pt,2019-12-10,9.138,7.9,256
423,10997,Farewell My Concubine,zh,1993-01-01,18.366,7.9,483
424,10386,The Iron Giant,en,1999-08-06,49.46,7.9,5047
425,31411,The Cameraman,en,1928-09-10,10.672,7.9,303
426,10242,What Ever Happened to Baby Jane?,en,1962-10-12,16.322,7.9,923
427,85,Raiders of the Lost Ark,en,1981-06-12,80.428,7.9,11322
428,667520,A Whisker Away,ja,2020-06-18,63.04,7.9,1227
429,496450,"Miraculous: Ladybug & Cat Noir, The Movie",fr,2023-07-05,1158.3,7.9,435
430,8290,Don't Look Now... We're Being Shot At!,fr,1966-12-08,21.968,7.9,1192
431,296096,Me Before You,en,2016-06-01,124.662,7.9,11324
432,150540,Inside Out,en,2015-06-09,99.45,7.9,19296
433,49964,Where Is My Friend's House?,fa,1987-07-01,14.492,7.9,284
434,570503,Tune in for Love,ko,2019-08-28,18.502,7.9,226
435,183011,Justice League: The Flashpoint Paradox,en,2013-07-30,41.414,7.9,1679
436,671,Harry Potter and the Philosopher's Stone,en,2001-11-16,186.515,7.9,25159
437,610150,Dragon Ball Super: Super Hero,ja,2022-06-11,129.885,7.9,2508
438,20271,Divorce Italian Style,it,1961-12-20,11.287,7.9,373
439,33,Unforgiven,en,1992-08-07,32.054,7.9,3901
440,746957,You've Got This,es,2020-10-02,9.649,7.9,274
441,10674,Mulan,en,1998-06-18,87.799,7.9,8829
442,829,Chinatown,en,1974-06-20,31.286,7.9,3375
443,334533,Captain Fantastic,en,2016-07-08,33.789,7.9,5965
444,223,Rebecca,en,1940-03-23,14.565,7.9,1545
445,522212,Just Mercy,en,2019-12-25,17.565,7.9,2010
446,1646,Freedom Writers,en,2007-01-05,44.167,7.9,1988
447,505262,My Hero Academia: Two Heroes,ja,2018-08-03,38.533,7.9,905
448,316029,The Greatest Showman,en,2017-12-20,40.296,7.9,8772
449,69335,Estômago: A Gastronomic Story,pt,2007-09-26,4.882,7.9,225
450,47796,Mamma Roma,it,1962-09-22,8.412,7.9,359
451,10728,Faust,de,1926-10-13,7.651,7.9,293
452,17295,The Battle of Algiers,it,1966-09-08,13.532,7.9,632
453,2011,Persepolis,fr,2007-06-27,25.029,7.9,1742
454,523781,Words on Bathroom Walls,en,2020-08-21,15.688,7.9,503
455,489412,It's Such a Beautiful Day,en,2012-08-24,10.143,7.9,263
456,20875,Operation Y and Other Shurik's Adventures,ru,1965-07-24,13.485,7.9,259
457,20874,Kin-dza-dza!,ru,1986-12-01,8.253,7.9,204
458,7857,Amarcord,it,1973-12-18,11.872,7.9,983
459,3034,Young Frankenstein,en,1974-12-15,23.732,7.9,2836
460,122906,About Time,en,2013-09-04,43.539,7.9,7693
461,194,Amélie,fr,2001-04-25,31.747,7.9,10652
462,118340,Guardians of the Galaxy,en,2014-07-30,55.187,7.9,26468
463,715931,Emancipation,en,2022-12-02,46.805,7.9,915
464,32085,Vincent,en,1982-10-01,10.365,7.9,784
465,949,Heat,en,1995-12-15,50.405,7.9,6429
466,404378,A Street Cat Named Bob,en,2016-11-04,18.207,7.9,1271
467,594634,Close to the Horizon,de,2019-10-10,17.745,7.9,443
468,527774,Raya and the Last Dragon,en,2021-03-03,105.746,7.9,6190
469,3870,1900,it,1976-09-01,15.533,7.9,553
470,1402,The Pursuit of Happyness,en,2006-12-14,39.405,7.9,9078
471,7984,In the Name of the Father,en,1993-12-12,23.896,7.9,1561
472,752,V for Vendetta,en,2006-02-23,39.266,7.9,13440
473,698508,Redeeming Love,en,2022-01-21,41.595,7.9,265
474,331482,Little Women,en,2019-12-25,32.148,7.9,5634
475,60243,A Separation,fa,2011-02-15,12.53,7.9,1540
476,597,Titanic,en,1997-11-18,178.002,7.9,23414
477,31442,Ivan's Childhood,ru,1962-05-09,16.548,7.9,622
478,198,To Be or Not to Be,en,1942-03-05,9.426,7.9,608
479,313369,La La Land,en,2016-11-29,42.956,7.9,15492
480,210577,Gone Girl,en,2014-10-01,67.874,7.9,17223
481,1892,Return of the Jedi,en,1983-05-25,33.35,7.9,14440
482,938008,The Killer,ko,2022-07-13,76.242,7.9,282
483,13398,Tokyo Godfathers,ja,2003-12-29,16.175,7.9,1044
484,48035,Ordet,da,1955-01-09,9.457,7.9,311
485,662,La Jetée,fr,1962-02-16,13.53,7.9,784
486,503314,Dragon Ball Super: Broly,ja,2018-12-14,17.958,7.9,2682
487,30060,The Plague Dogs,en,1982-10-21,9.689,7.9,216
488,827,Diabolique,fr,1955-01-29,8.422,7.9,824
489,712454,The Summit of the Gods,fr,2021-09-22,9.506,7.9,290
490,3083,Mr. Smith Goes to Washington,en,1939-10-19,13.611,7.9,918
491,3112,The Night of the Hunter,en,1955-08-26,17.1,7.9,1360
492,11830,Tampopo,ja,1985-11-23,12.772,7.9,291
493,804,Roman Holiday,en,1953-08-26,25.67,7.9,1798
494,369557,Sing Street,en,2016-03-11,14.784,7.9,2097
495,11036,The Notebook,en,2004-06-25,61.689,7.9,10499
496,29455,Winter Light,sv,1963-02-11,11.432,7.9,382
497,726684,Miraculous World: Shanghai – The Legend of Ladydragon,fr,2021-05-15,92.104,7.9,567
498,435129,The Breadwinner,en,2017-11-17,13.723,7.9,751
499,1394,Nostalgia,ru,1983-05-01,15.297,7.9,450
500,833,Umberto D.,it,1952-01-20,10.411,7.9,580
501,25364,Ace in the Hole,en,1951-06-29,10.993,7.9,578
502,24167,Two Women,it,1960-12-22,11.425,7.9,477
503,3078,It Happened One Night,en,1934-02-22,15.479,7.9,1066
504,393,Kill Bill: Vol. 2,en,2004-04-16,40.236,7.9,12804
505,16,Dancer in the Dark,en,2000-06-30,13.396,7.9,1601
506,430424,See You Up There,fr,2017-10-25,10.966,7.9,1162
507,180147,We Are the Nobles,es,2013-03-28,17.756,7.9,457
508,25538,Yi Yi,zh,2000-09-20,17.843,7.9,447
509,632322,All My Life,en,2020-10-23,14.298,7.9,427
510,379170,Sherlock: The Abominable Bride,en,2016-01-01,22.792,7.9,2132
511,721656,"Happy Halloween, Scooby-Doo!",en,2020-10-06,28.815,7.9,212
512,548544,Invisible Life,pt,2019-08-30,9.078,7.9,271
513,508943,Luca,en,2021-06-17,109.356,7.9,7512
514,244001,Bo Burnham: What.,en,2013-12-17,6.556,7.9,211
515,585511,Luck,en,2022-08-05,160.754,7.9,1391
516,354857,Regular Show: The Movie,en,2015-09-01,22.97,7.9,333
517,20873,The Diamond Arm,ru,1969-05-23,11.785,7.9,241
518,275,Fargo,en,1996-03-08,28.973,7.9,7190
519,579245,The Specials,fr,2019-10-23,12.093,7.9,797
520,52629,El Infierno,es,2010-09-03,39.822,7.9,552
521,505192,Shoplifters,ja,2018-06-02,13.701,7.9,1804
522,631,Sunrise: A Song of Two Humans,en,1927-11-04,11.907,7.9,705
523,381341,Perfect Strangers,it,2016-02-11,16.198,7.9,4109
524,556901,Teen Titans Go! vs. Teen Titans,en,2019-07-21,19.568,7.9,430
525,152601,Her,en,2013-12-18,33.909,7.9,13305
526,43469,Shoeshine,it,1946-04-27,8.659,7.9,215
527,24238,Mary and Max,en,2009-02-09,11.564,7.9,1751
528,665,Ben-Hur,en,1959-11-18,37.666,7.9,2422
529,573164,An Egg Rescue,es,2021-08-12,35.011,7.9,359
530,266856,The Theory of Everything,en,2014-11-26,29.111,7.9,10010
531,530254,The Witch: Part 1. The Subversion,ko,2018-06-27,38.072,7.9,429
532,235,Stand by Me,en,1986-08-08,30.681,7.9,5225
533,399174,Isle of Dogs,en,2018-03-23,18.282,7.9,4370
534,2721,Z,fr,1969-02-26,10.995,7.9,400
535,265195,Wild Tales,es,2014-08-21,24.601,7.9,3032
536,11049,Interstella 5555,ja,2003-05-28,10.955,7.9,361
537,934,Rififi,fr,1955-04-13,12.221,7.9,476
538,301,Rio Bravo,en,1959-03-17,33.987,7.9,997
539,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,en,2021-09-14,36.441,7.9,351
540,94047,My Way,ko,2011-12-21,17.696,7.9,339
541,777,Grand Illusion,fr,1937-06-04,12.131,7.9,596
542,406785,Inner Workings,en,2016-11-23,11.833,7.9,256
543,83564,La luna,en,2012-02-10,8.29,7.9,734
544,391,A Fistful of Dollars,it,1964-09-12,27.037,7.9,3723
545,23160,Werckmeister Harmonies,hu,2001-02-01,9.25,7.9,278
546,453,A Beautiful Mind,en,2001-12-11,36.395,7.9,9384
547,398924,A Bag of Marbles,fr,2017-01-18,12.966,7.9,776
548,1162,The Miracle Worker,en,1962-05-23,11.946,7.9,266
549,593,Solaris,ru,1972-03-20,16.543,7.9,1404
550,779047,Us Again,en,2021-03-05,7.362,7.9,284
551,546554,Knives Out,en,2019-11-27,51.862,7.8,11011
552,16859,Kiki's Delivery Service,ja,1989-07-29,49.628,7.8,3510
553,14836,Coraline,en,2009-02-05,210.186,7.8,6801
554,11293,Paper Moon,en,1973-05-09,10.449,7.8,609
555,22596,Safety Last!,en,1923-04-01,8.583,7.8,426
556,14574,The Boy in the Striped Pyjamas,en,2008-05-07,65.968,7.8,6474
557,5511,Le Samouraï,fr,1967-10-25,16.359,7.8,878
558,581,Dances with Wolves,en,1990-03-30,40.893,7.8,3784
559,113,"Spring, Summer, Fall, Winter... and Spring",ko,2003-09-19,17.492,7.8,940
560,1607,A Bronx Tale,en,1993-09-14,47.536,7.8,2100
561,613,Downfall,de,2004-09-16,17.943,7.8,3418
562,89,Indiana Jones and the Last Crusade,en,1989-05-24,75.959,7.8,9159
563,185789,Mulholland Dr.,en,1999-01-01,6.371,7.8,426
564,564427,Minha Vida em Marte,pt,2018-12-27,4.675,7.8,269
565,32480,The Marquis of Grillo,it,1981-12-23,5.619,7.8,413
566,16804,Departures,ja,2008-09-13,14.562,7.8,720
567,916224,Suzume,ja,2022-11-11,221.527,7.8,565
568,776305,Belle,ja,2021-07-16,32.546,7.8,609
569,5924,Papillon,en,1973-12-13,25.26,7.8,1700
570,2440,Joint Security Area,ko,2000-09-09,17.617,7.8,589
571,115,The Big Lebowski,en,1998-03-06,36.076,7.8,10282
572,445030,No Game No Life: Zero,ja,2017-07-15,21.847,7.8,332
573,9479,The Nightmare Before Christmas,en,1993-10-09,99.883,7.8,8382
574,1675,Day for Night,fr,1973-05-24,12.062,7.8,548
575,152742,The Best Offer,it,2013-01-01,15.349,7.8,2624
576,93,Anatomy of a Murder,en,1959-07-01,17.713,7.8,836
577,200727,"Love, Rosie",en,2014-10-16,36.05,7.8,5890
578,22843,Evangelion: 2.0 You Can (Not) Advance,ja,2009-06-26,28.096,7.8,746
579,59440,Warrior,en,2011-09-09,55.446,7.8,4133
580,58129,The Phantom Carriage,sv,1921-01-01,10.681,7.8,265
581,45523,Louis C.K.: Hilarious,en,2010-01-26,6.291,7.8,245
582,10774,Network,en,1976-11-14,22.758,7.8,1490
583,968,Dog Day Afternoon,en,1975-08-01,18.701,7.8,2621
584,585,"Monsters, Inc.",en,2001-11-01,153.102,7.8,17036
585,761898,Sword Art Online the Movie -Progressive- Aria of a Starless Night,ja,2021-10-30,28.734,7.8,242
586,359156,Don't Be Bad,it,2015-09-08,4.97,7.8,902
587,71157,Polisse,fr,2011-10-06,11.573,7.8,1099
588,50759,An Autumn Afternoon,ja,1962-11-18,9.934,7.8,234
589,33320,Millennium Actress,ja,2002-09-14,18.808,7.8,685
590,6075,Carlito's Way,en,1993-11-10,22.615,7.8,2826
591,937278,A Man Called Otto,en,2022-12-28,95.087,7.8,1570
592,603692,John Wick: Chapter 4,en,2023-03-22,994.572,7.8,4132
593,545611,Everything Everywhere All at Once,en,2022-03-24,82.943,7.8,5019
594,293299,Feast,en,2014-10-25,9.272,7.8,807
595,31011,Mr. Nobody,en,2009-11-06,23.638,7.8,5472
596,596,The Grapes of Wrath,en,1940-03-15,11.083,7.8,852
597,15859,A Moment to Remember,ko,2004-11-05,12.377,7.8,270
598,1018,Mulholland Drive,en,2001-06-06,35.515,7.8,5565
599,56231,The Working Class Goes to Heaven,it,1971-09-17,5.726,7.8,304
600,826,The Bridge on the River Kwai,en,1957-10-11,27.077,7.8,1829
601,86000,Always,ko,2011-10-20,11.239,7.8,248
602,136,Freaks,en,1932-02-12,20.805,7.8,1046
603,650031,The Shadow in My Eye,da,2021-10-28,21.976,7.8,411
604,11953,Kagemusha,ja,1980-04-26,19.333,7.8,565
605,12,Finding Nemo,en,2003-05-30,107.283,7.8,17920
606,677638,We Bare Bears: The Movie,en,2020-06-30,38.265,7.8,777
607,579974,RRR,te,2022-03-24,94.313,7.8,1034
608,21135,L'Eclisse,it,1962-04-12,11.484,7.8,414
609,47931,Elite Squad: The Enemy Within,pt,2010-10-08,18.491,7.8,1654
610,10775,Infernal Affairs,cn,2002-12-12,19.31,7.8,1424
611,805,Rosemary's Baby,en,1968-06-12,20.617,7.8,3487
612,887,The Best Years of Our Lives,en,1946-12-25,9.915,7.8,553
613,80,Before Sunset,en,2004-02-10,22.636,7.8,3037
614,263115,Logan,en,2017-02-28,60.718,7.8,17990
615,116322,The Legend of La Llorona,es,2011-10-21,61.546,7.8,222
616,30588,Monsieur Verdoux,en,1947-09-26,7.971,7.8,369
617,126319,Ernest & Celestine,fr,2012-12-12,15.083,7.8,538
618,22683,Gifted Hands: The Ben Carson Story,en,2009-02-07,27.244,7.8,560
619,674,Harry Potter and the Goblet of Fire,en,2005-11-16,162.676,7.8,19106
620,348892,Bajrangi Bhaijaan,hi,2015-07-17,11.986,7.8,423
621,16390,Scooby-Doo! and the Samurai Sword,en,2009-04-07,13.655,7.8,236
622,11602,Through a Glass Darkly,sv,1961-06-06,9.048,7.8,424
623,801335,Girl in the Basement,en,2021-02-27,83.141,7.8,543
624,5915,Into the Wild,en,2007-09-11,26.657,7.8,8957
625,335578,Land of Mine,da,2015-12-03,14.787,7.8,1276
626,29452,The Face of Another,ja,1966-07-15,9.806,7.8,209
627,5000,Forbidden Games,fr,1952-05-09,9.597,7.8,268
628,882569,Guy Ritchie's The Covenant,en,2023-04-19,496.871,7.8,1385
629,314365,Spotlight,en,2015-11-06,22.517,7.8,7706
630,10191,How to Train Your Dragon,en,2010-03-18,68.188,7.8,11987
631,946,Letter from an Unknown Woman,en,1948-04-28,8.715,7.8,258
632,367412,Whiplash,en,2013-01-18,6.787,7.8,311
633,11656,The Virgin Spring,sv,1960-02-08,11.539,7.8,531
634,393559,My Life as a Zucchini,fr,2016-09-22,11.373,7.8,1194
635,113833,The Normal Heart,en,2014-05-25,13.279,7.8,818
636,25606,White Collar Blues,it,1975-03-27,7.556,7.8,768
637,2062,Ratatouille,en,2007-06-28,124.393,7.8,15564
638,303867,World of Tomorrow,en,2015-01-22,6.111,7.8,281
639,80379,Louis C.K.: Live at the Beacon Theater,en,2011-12-10,4.658,7.8,206
640,5961,Fanny and Alexander,sv,1982-12-17,13.245,7.8,682
641,726759,Tetris,en,2023-03-15,57.439,7.8,810
642,12903,Scooby-Doo! and the Goblin King,en,2008-09-23,17.97,7.8,222
643,609242,The Heist of the Century,es,2020-01-16,24.05,7.8,703
644,4977,Paprika,ja,2006-10-01,28.96,7.8,1997
645,142,Brokeback Mountain,en,2005-09-10,34.305,7.8,6374
646,49797,I Saw the Devil,ko,2010-08-12,29.323,7.8,2210
647,24480,Partly Cloudy,en,2009-05-28,13.803,7.8,958
648,1280,3-Iron,ko,2004-10-15,16.725,7.8,1023
649,107,Snatch,en,2000-09-01,39.002,7.8,8219
650,29458,One Hundred Steps,it,2000-09-01,6.19,7.8,602
651,744114,My Policeman,en,2022-10-20,12.581,7.8,563
652,705861,Hustle,en,2022-06-03,48.397,7.8,2142
653,554590,Tod@s Caen,es,2019-08-30,65.24,7.8,462
654,11697,The Man Who Shot Liberty Valance,en,1962-04-15,16.032,7.8,979
655,419478,Midnight Sun,en,2018-03-22,29.772,7.8,3216
656,762,Monty Python and the Holy Grail,en,1975-05-25,22.073,7.8,5217
657,262,The King of Comedy,en,1982-12-18,17.736,7.8,1970
658,502356,The Super Mario Bros. Movie,en,2023-04-05,998.964,7.8,6209
659,31056,A Short Film About Love,pl,1988-08-21,10.25,7.8,313
660,502,Fail Safe,en,1964-10-07,13.546,7.8,327
661,479718,The Outlaws,ko,2017-10-03,30.268,7.8,293
662,438631,Dune,en,2021-09-15,126.694,7.8,9252
663,10193,Toy Story 3,en,2010-06-16,105.621,7.8,13664
664,5544,Hiroshima Mon Amour,fr,1959-06-10,12.17,7.8,701
665,22,Pirates of the Caribbean: The Curse of the Black Pearl,en,2003-07-09,116.057,7.8,19052
666,25253,Crooks in Clover,fr,1963-11-27,6.622,7.8,453
667,52345,Lisbela and the Prisoner,pt,2003-08-22,1.074,7.8,360
668,9421,The Dinner Game,fr,1998-04-15,11.722,7.8,1716
669,901563,Close,fr,2022-11-01,38.304,7.8,472
670,375794,No Manches Frida,es,2016-09-02,84.095,7.8,762
671,1366,Rocky,en,1976-11-21,60.325,7.8,7037
672,277216,Straight Outta Compton,en,2015-08-11,33.107,7.8,3563
673,11621,Porco Rosso,ja,1992-07-18,26.486,7.8,2880
674,5991,The Last Laugh,de,1924-12-23,8.51,7.8,267
675,423612,Never Look Away,de,2018-10-03,11.747,7.8,621
676,32916,Scooby-Doo! Abracadabra-Doo,en,2010-02-16,20.325,7.8,221
677,831223,Gone Mom: The Disappearance of Jennifer Dulos,en,2021-06-05,27.71,7.8,222
678,602063,Rurouni Kenshin: The Final,ja,2021-04-23,35.605,7.8,389
679,26955,Oasis,ko,2002-08-09,9.165,7.8,204
680,2118,L.A. Confidential,en,1997-09-19,22.256,7.8,4402
681,84892,The Perks of Being a Wallflower,en,2012-09-20,35.71,7.8,9772
682,29845,A Woman Under the Influence,en,1974-11-18,9.171,7.8,403
683,14069,The Girl Who Leapt Through Time,ja,2006-07-15,23.96,7.8,1826
684,13042,Presto,en,2008-06-27,9.237,7.8,915
685,141,Donnie Darko,en,2001-10-24,33.891,7.8,11419
686,323272,War Room,en,2015-08-28,31.994,7.8,424
687,770254,Back to the Outback,en,2021-12-03,41.361,7.8,670
688,10315,Fantastic Mr. Fox,en,2009-10-23,35.966,7.8,4721
689,144,Wings of Desire,de,1987-05-17,15.582,7.8,1115
690,10757,Kabhi Khushi Kabhie Gham,hi,2001-12-14,17.711,7.8,483
691,553,Dogville,en,2003-05-19,16.551,7.8,2169
692,582927,I'm No Longer Here,es,2019-10-21,11.14,7.8,419
693,336804,Mustang,tr,2015-06-17,10.197,7.8,1277
694,13855,The Chaser,ko,2008-02-14,18.624,7.8,1148
695,149870,The Wind Rises,ja,2013-07-20,28.022,7.8,2603
696,49026,The Dark Knight Rises,en,2012-07-16,86.134,7.8,21152
697,20126,Deep Red,it,1975-03-07,15.535,7.8,1297
698,1626,Vivre Sa Vie,fr,1962-09-20,13.335,7.8,557
699,49687,Marriage Italian Style,it,1964-12-18,12.441,7.8,443
700,396,Who's Afraid of Virginia Woolf?,en,1966-06-22,13.437,7.8,719
701,562,Die Hard,en,1988-07-15,57.45,7.8,10090
702,303,Notorious,en,1946-08-21,18.13,7.8,1396
703,766507,Prey,en,2022-08-02,244.248,7.8,5705
704,597316,My Little Pony: A New Generation,en,2021-09-23,25.677,7.8,274
705,9475,Scent of a Woman,en,1992-12-23,25.1,7.8,2966
706,1480,Touch of Evil,en,1958-03-30,15.569,7.8,1273
707,117,The Untouchables,en,1987-06-03,28.733,7.8,5113
708,86837,Amour,fr,2012-09-20,11.236,7.8,1464
709,12444,Harry Potter and the Deathly Hallows: Part 1,en,2010-10-06,145.916,7.8,17626
710,166428,How to Train Your Dragon: The Hidden World,en,2019-01-03,70.642,7.8,5753
711,587,Big Fish,en,2003-12-25,26.705,7.8,6653
712,169813,Short Term 12,en,2013-08-23,9.605,7.8,1179
713,1083862,Resident Evil: Death Island,ja,2023-06-22,1464.209,7.7,516
714,27064,Mishima: A Life in Four Chapters,ja,1985-05-15,16.534,7.8,225
715,10227,PlayTime,fr,1967-12-16,11.941,7.8,485
716,929170,Honor Society,en,2022-07-23,30.138,7.8,305
717,396535,Train to Busan,ko,2016-07-20,73.097,7.8,6594
718,696,Manhattan,en,1979-04-25,14.489,7.8,2119
719,531,The Wrong Trousers,en,1993-12-17,17.411,7.8,850
720,873,The Color Purple,en,1985-12-18,17.822,7.8,1518
721,724495,The Woman King,en,2022-09-16,170.537,7.8,1664
722,317442,The Last: Naruto the Movie,ja,2014-12-06,56.905,7.8,1696
723,49046,All Quiet on the Western Front,de,2022-10-07,125.688,7.8,2979
724,486589,Red Shoes and the Seven Dwarfs,en,2019-07-25,47.384,7.8,979
725,27670,Nothing Left to Do but Cry,it,1984-12-20,5.215,7.8,1045
726,17483,Shelter,en,2007-06-16,14.112,7.8,449
727,380,Rain Man,en,1988-12-12,27.075,7.8,5742
728,18079,Nine Queens,es,2000-08-31,11.964,7.8,615
729,1417,Pan's Labyrinth,es,2006-10-10,44.18,7.8,9768
730,81401,The Turin Horse,hu,2011-02-15,12.715,7.8,314
731,2108,The Breakfast Club,en,1985-02-15,24.272,7.8,7402
732,703,Annie Hall,en,1977-04-19,17.461,7.8,3515
733,575264,Mission: Impossible - Dead Reckoning Part One,en,2023-07-08,619.506,7.7,976
734,492188,Marriage Story,en,2019-09-28,25.052,7.8,6424
735,851,Brief Encounter,en,1945-11-24,12.851,7.7,524
736,143,All Quiet on the Western Front,en,1930-04-29,21.369,7.8,682
737,506574,Descendants 3,en,2019-08-02,56.86,7.8,1364
738,435366,Fabricated City,ko,2017-02-09,19.626,7.8,275
739,11005,Awakenings,en,1990-12-04,17.749,7.8,2232
740,583,Life of Brian,en,1979-08-17,24.028,7.8,3939
741,573699,White Snake,zh,2019-01-11,26.602,7.8,405
742,413594,Sword Art Online: The Movie – Ordinal Scale,ja,2017-02-18,24.319,7.8,614
743,6844,The Ten Commandments,en,1956-10-05,51.877,7.8,1374
744,1700,Misery,en,1990-11-30,22.493,7.8,4115
745,925,Do the Right Thing,en,1989-06-14,14.66,7.8,1536
746,165,Back to the Future Part II,en,1989-11-22,39.731,7.8,11704
747,428493,God's Own Country,en,2017-09-01,21.38,7.8,816
748,352173,Drishyam,hi,2015-07-30,12.492,7.8,344
749,40662,Batman: Under the Red Hood,en,2010-07-27,22.192,7.8,1442
750,382591,Two Is a Family,fr,2016-12-07,20.857,7.7,2827
751,61979,Three Steps Above Heaven,es,2010-12-03,72.703,7.7,2769
752,963,The Maltese Falcon,en,1941-10-18,16.757,7.7,1474
753,804095,The Fabelmans,en,2022-11-11,37.043,7.7,1640
754,374473,"I, Daniel Blake",en,2016-10-21,9.451,7.7,1245
755,15916,Angel's Egg,ja,1985-12-22,17.458,7.7,341
756,14756,Ip Man,cn,2008-12-12,16.312,7.7,3388
757,656563,Rich in Love,pt,2020-04-30,15.591,7.7,584
758,539517,Constantine: City of Demons - The Movie,en,2018-10-04,17.172,7.7,531
759,11902,Underground,sr,1995-04-11,15.755,7.7,577
760,337960,Holding the Man,en,2015-08-27,11.24,7.7,425
761,273248,The Hateful Eight,en,2015-12-25,32.295,7.7,13184
762,269149,Zootopia,en,2016-02-11,88.082,7.7,15103
763,22504,The King and the Mockingbird,fr,1980-03-19,7.791,7.7,331
764,14282,Ninja Scroll,ja,1993-06-05,23.135,7.7,523
765,216,Ali: Fear Eats the Soul,de,1974-06-05,9.494,7.7,339
766,581528,"The Gangster, the Cop, the Devil",ko,2019-05-15,48.876,7.7,793
767,553835,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,ja,2019-02-15,19.258,7.7,206
768,12496,The Twilight Samurai,ja,2002-11-02,10.466,7.7,269
769,792,Platoon,en,1986-12-19,38.976,7.7,4031
770,322,Mystic River,en,2003-03-03,31.807,7.7,5954
771,36865,The Disappearance of Haruhi Suzumiya,ja,2010-02-05,29.334,7.7,203
772,903,Cool Hand Luke,en,1967-06-22,28.694,7.7,1239
773,843241,The Seven Deadly Sins: Cursed by Light,ja,2021-07-02,75.148,7.7,444
774,3114,The Searchers,en,1956-05-07,20.231,7.7,1221
775,12491,Accattone,it,1961-09-25,11.013,7.7,427
776,10229,A Walk to Remember,en,2002-01-25,33.709,7.7,3761
